_id,tweet_id,tweet_date,nbr_likes,nbr_retweets,nbr_caracters,author_id,text,comments,cleaned_text,mentions
67694080c6d7b9193a754d1e,1871136845213680048,2024-12-23 10:12:42+00:00,0,0,301,221215440,"🌟 L’AUSIM, acteur clé du numérique agricole !
Le 18 décembre à Agadir, lors de inwi entreprises, Saloua Chaaibi, VP de l’AUSIM, a partagé sa vision stratégique sur le thème:
 « La digitalisation du secteur agricole : un levier d’une croissance durable ».
#AUSIM #Digitalisation https://t.co/30PuqHjVbk","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", l ausim acteur clé du numérique agricole le 18 décembre à agadir lors de inwi entreprises saloua chaaibi vp de l ausim a partagé sa vision stratégique sur le thème la digitalisation du secteur agricole un levier d une croissance durable ausim digitalisation ,[]
67694086c6d7b9193a754d1f,1871136469433348178,2024-12-23 10:11:13+00:00,1,0,204,1849839193763012608,"مباراتي اليوم من الجولة 15 من البطولة الإحترافية إنوي

Today's games in Week 15 of the Botola Pro Inwi

#FRMF #LNFP #BotolaProInwi #BOTOLAPRO #الدوري_المغربي 🇲🇦 #البطولة_الإحترافية https://t.co/4IxongPosQ","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",مباراتي اليوم من الجولة 15 من البطولة الإحترافية إنوي today s games in week 15 of the botola pro inwi frmf lnfp botolaproinwi botolapro الدوري_المغربي البطولة_الإحترافية ,[]
676941b7c6d7b9193a754d20,1871128581604295036,2024-12-23 09:39:52+00:00,0,0,72,421365490,Si no bajo a Marruecos en los próximos dos meses me desactivan la Inwi 💔,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",si no bajo a marruecos en los próximos dos meses me desactivan la inwi ,[]
676941bdc6d7b9193a754d21,1871087789657473094,2024-12-23 06:57:46+00:00,1,0,317,1640820734824964101,"@Paula_White LISTEN Baby?""Rahele YOU KEPT HER NO.7 HEAVENS VISION IN YOUR CLOSET FOR 23 YEARS KADOSH""HOLY"" NAKED CHAWING HER ALL OVER BEDROOM AND CAME PINNED CLOUDS SHIP TO PROVE AM KING DAVID SON LIKE Solomon?""r you Sol?""NO MRATHU WAWE NA JESUS CHRIST!""mrathu wa lfuno inwi!""YES ROMANS 9 HELL https://t.co/NCkfNvEpRj","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", paula_white listen baby rahele you kept her no 7 heavens vision in your closet for 23 years kadosh holy naked chawing her all over bedroom and came pinned clouds ship to prove am king david son like solomon r you sol no mrathu wawe na jesus christ mrathu wa lfuno inwi yes romans 9 hell ,['@Paula_White']
676942eec6d7b9193a754d22,1871084716511658236,2024-12-23 06:45:34+00:00,0,0,136,69290737,"Botola Pro D1 ""Inwi"" (15è journée): Victoire de la Renaissance de Berkane sur le Maghreb de Fès 2 à 0 #Afropages https://t.co/9QriF7TW7f","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",botola pro d1 inwi 15è journée victoire de la renaissance de berkane sur le maghreb de fès 2 à 0 afropages ,[]
676942f4c6d7b9193a754d23,1871080247086768304,2024-12-23 06:27:48+00:00,0,0,242,1828773730153091072,"🟣 | ترتيب #الدوري_المغربي_القسم_الثاني 🇲🇦 - بعد الجولة 10
✅ | ترتيب الاندية
⚽️ | ترتيب الهدافين
🔢 | نتائج مباريات الجولة 10
⬅️ | جدول مباريات الجولة 11
 #البطولة_الاحترافية_إنوي2
##botolapro2_inwi 
#الجميع
Mundo Pelota https://t.co/k1xhFxuIoR","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", ترتيب الدوري_المغربي_القسم_الثاني بعد الجولة 10 ترتيب الاندية ترتيب الهدافين نتائج مباريات الجولة 10 جدول مباريات الجولة 11 البطولة_الاحترافية_إنوي2 botolapro2_inwi الجميع mundo pelota ,[]
676942fac6d7b9193a754d24,1871068757327548841,2024-12-23 05:42:09+00:00,1,0,118,46372677,@Shimmypfarelo January muthu hu ḓo vha hu inwi ni tshi ya leave vhanwe vha tshi khou Lila uri December yo vhesa ṱhukhu,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", shimmypfarelo january muthu hu ḓo vha hu inwi ni tshi ya leave vhanwe vha tshi khou lila uri december yo vhesa ṱhukhu,['@Shimmypfarelo']
6769442bc6d7b9193a754d25,1871038544812359828,2024-12-23 03:42:05+00:00,2,0,39,715608592,"@Aremukundi Ndo livhuwa, na kha inwi ❤️","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", aremukundi ndo livhuwa na kha inwi ,['@Aremukundi']
67694431c6d7b9193a754d26,1870985549504258556,2024-12-23 00:11:30+00:00,0,1,58,1566282313436119040,RT @cavatoi95: Les futurs Champions de la Botola inwi 🇲🇦🍊😌,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",rt cavatoi95 les futurs champions de la botola inwi ,['@cavatoi95']
67694563c6d7b9193a754d27,1870954809626382370,2024-12-22 22:09:21+00:00,4,1,67,1621206659489046528,Les futurs Champions de la Botola inwi 🇲🇦🍊😌 https://t.co/haElbKpUPE,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",les futurs champions de la botola inwi ,[]
67694f04c6d7b9193a754d32,1871159387739562320,2024-12-23 11:42:17+00:00,0,0,43,2725447395,@khulisonesh Na inwi no tshata last week😂😂😂,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", khulisonesh na inwi no tshata last week ,['@khulisonesh']
6769650cc6d7b9193a754d50,1871139354158215339,2024-12-23 10:22:40+00:00,0,0,279,2738313305,"@Maroc_Telecom Bonjour, j'ai récemment acheté une eSIM visiteur, mais je n'ai pas reçu le code d'activation. Étant résident hors du Maroc, pourriez-vous s'il vous plaît m’indiquer les options disponibles pour contacter le service client et résoudre ce problème ? Merci par avance","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", maroc_telecom bonjour j ai récemment acheté une esim visiteur mais je n ai pas reçu le code d activation étant résident hors du maroc pourriez vous s il vous plaît m indiquer les options disponibles pour contacter le service client et résoudre ce problème merci par avance,['@Maroc_Telecom']
67696511c6d7b9193a754d51,1870905611535204637,2024-12-22 18:53:52+00:00,1,0,87,578003793,"@inwi @Maroc_Telecom @OrangMaroc e

Momkin tzido Microsoft teams f *6 ? 

Cordialement,","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", inwi maroc_telecom orangmaroc e momkin tzido microsoft teams f 6 cordialement ,"['@inwi', '@Maroc_Telecom', '@OrangMaroc']"
67696643c6d7b9193a754d52,1870866481921032658,2024-12-22 16:18:22+00:00,0,0,175,1056350049914023936,"❤️ إلى @maroc_telecom

Maroc Telecom in المغرب: speed, performance, outages and user reviews
https://t.co/zZN99ucOjj

#fing #internet #MarocTelecom

via @fingapp @outagedetect","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", إلى maroc_telecom maroc telecom in المغرب speed performance outages and user reviews fing internet maroctelecom via fingapp outagedetect,"['@maroc_telecom', '@fingapp', '@outagedetect']"
67696649c6d7b9193a754d53,1870826668358590894,2024-12-22 13:40:10+00:00,0,0,280,41887824,"Enjoy the 22X BONUS of Maroc Telecom Morocco 🙌

Send 22x more airtime when you recharge $2 or more to a prepaid user in Morocco.

Visit: https://t.co/zsgOR4iW8X

Hurry, Offer ends 29 Dec 2024 22:59 GMT.

T&amp;C Apply
#joinvip #mobilerecharge #maroctelecom https://t.co/XUpyv2Jw1R","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",enjoy the 22x bonus of maroc telecom morocco send 22x more airtime when you recharge 2 or more to a prepaid user in morocco visit hurry offer ends 29 dec 2024 22 59 gmt t amp c apply joinvip mobilerecharge maroctelecom ,[]
6769677ac6d7b9193a754d54,1870808660714422286,2024-12-22 12:28:37+00:00,5,0,209,1355957808928337924,"@mtwit75 Maroc Télécom a des dépassements de forfaits moins chers, c est l explication officiel du déplacement, et puis un billet pour le Maroc ce n est pas 30000 euros.. les parisiens ont fait des économies 😂","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", mtwit75 maroc télécom a des dépassements de forfaits moins chers c est l explication officiel du déplacement et puis un billet pour le maroc ce n est pas 30000 euros les parisiens ont fait des économies ,['@mtwit75']
67696780c6d7b9193a754d55,1870779652274635053,2024-12-22 10:33:21+00:00,0,0,84,1824132577390661632,@Maroc_Telecom fix ur wifi why am paying for 12 mb getting 3 https://t.co/8J3KsnccLu,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", maroc_telecom fix ur wifi why am paying for 12 mb getting 3 ,['@Maroc_Telecom']
67696786c6d7b9193a754d56,1870585366513963320,2024-12-21 21:41:19+00:00,0,0,60,1824132577390661632,@Maroc_Telecom  bruh ur wifi is shit https://t.co/dWz29sIQRI,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", maroc_telecom bruh ur wifi is shit ,['@Maroc_Telecom']
676968b7c6d7b9193a754d57,1870383197076226293,2024-12-21 08:17:58+00:00,0,0,293,1522190284494602241,"@lemortvivant4 @Salim93313 @MouvementMaure Tu peux tout simplement prouver que j ai tort en montrant que ton telephone a ""Maroc Telecom"" ou ""Inwi"" en haut. Tout simplement. Mais tu es en France et plus precisement dans le 93. Et tu oses encore la ramener sur un sujet de societe au Maroc. 🤦‍♂️","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", lemortvivant4 salim93313 mouvementmaure tu peux tout simplement prouver que j ai tort en montrant que ton telephone a maroc telecom ou inwi en haut tout simplement mais tu es en france et plus precisement dans le 93 et tu oses encore la ramener sur un sujet de societe au maroc ,"['@lemortvivant4', '@Salim93313', '@MouvementMaure']"
676968bdc6d7b9193a754d58,1870268262694404466,2024-12-21 00:41:16+00:00,0,0,33,1864394016428838914,modir maroc Télécom anchdk 'nhwik,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",modir maroc télécom anchdk nhwik,[]
676969eec6d7b9193a754d59,1870263754752954690,2024-12-21 00:23:21+00:00,1,0,192,1790459372411252737,"@madridiste78 @A3ifi3 @FRMFXtra Inwi, mais c'est exactement le même tarif pour Orange et Maroc Telecom c'est plus cher surtout que tu dois payer le routeur et l'installation chez Maroc Telecom","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", madridiste78 a3ifi3 frmfxtra inwi mais c est exactement le même tarif pour orange et maroc telecom c est plus cher surtout que tu dois payer le routeur et l installation chez maroc telecom,"['@madridiste78', '@A3ifi3', '@FRMFXtra']"
676c0a562ec2352713eb7026,1871895892544111006,2024-12-25 12:28:53+00:00,0,0,213,2980038599,@Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi en pleine route national entre oujda et taourirt j'avais de la 4G et yavais strictement aucune habitation en dehors de champs de culture donc perso je dis chapeau,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", laty92 le360fr orangemaroc maroc_telecom inwi en pleine route national entre oujda et taourirt j avais de la 4g et yavais strictement aucune habitation en dehors de champs de culture donc perso je dis chapeau,"['@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0a702ec2352713eb7027,1871890447653867837,2024-12-25 12:07:15+00:00,1,0,86,1526677350590685184,@itsjajou @maroctelecom sauf mon respect choisir maroc telecom c vrm un truc d’autiste,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", itsjajou maroctelecom sauf mon respect choisir maroc telecom c vrm un truc d autiste,"['@itsjajou', '@maroctelecom']"
676c0a8a2ec2352713eb7028,1871877830394740821,2024-12-25 11:17:07+00:00,0,0,150,1497172179666018304,"Maroc Telecom termina el 2024 con presencia en 11 países africanos y líder nacional
Para más detalles: https://t.co/efqHl9CoiQ https://t.co/edMBQ30NZj","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",maroc telecom termina el 2024 con presencia en 11 países africanos y líder nacional para más detalles ,[]
676c0aa42ec2352713eb7029,1871874355292156146,2024-12-25 11:03:18+00:00,1,0,149,116474371,"@Le360fr Et internet tres haut débit? Nass 3endhoum des 5Gb/s à des dérisoire, et Maroc telecom nous vend 200Mb/s à 1000.00DH https://t.co/lp4YHVCRYT","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", le360fr et internet tres haut débit nass 3endhoum des 5gb s à des dérisoire et maroc telecom nous vend 200mb s à 1000 00dh ,['@Le360fr']
676c0abe2ec2352713eb702a,1871868809491165662,2024-12-25 10:41:16+00:00,0,0,61,1426620612395536393,@itsjajou @maroctelecom après maroc telecom c’est vrm le pire,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", itsjajou maroctelecom après maroc telecom c est vrm le pire,"['@itsjajou', '@maroctelecom']"
676c0ad82ec2352713eb702b,1871844534516433182,2024-12-25 09:04:48+00:00,1,0,107,1007316241,"B- Le fixe: 

1- Taux de pénétration : 8%

2- Part de marché Maroc telecom : 56,3 % https://t.co/J6nWOvCTkI","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",b le fixe 1 taux de pénétration 8 2 part de marché maroc telecom 56 3 ,[]
676c0af22ec2352713eb702c,1871844530334667003,2024-12-25 09:04:47+00:00,8,0,303,1007316241,"Indicateurs Marché de télécom T 3 (2024): 

A- Le mobile : 

1- le parc global de la téléphonie mobile s’est établi à 60,3 millions d’abonnés

2- le taux de pénétration à 161,3%

3- Part de marché mobile Maroc Telecom: 32,8% (19,8 millions d'abonnés)

4- PDM Orange inwi : 33,6 % https://t.co/0TQhVVW9Vs","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",indicateurs marché de télécom t 3 2024 a le mobile 1 le parc global de la téléphonie mobile s est établi à 60 3 millions d abonnés 2 le taux de pénétration à 161 3 3 part de marché mobile maroc telecom 32 8 19 8 millions d abonnés 4 pdm orange inwi 33 6 ,[]
676c0b0c2ec2352713eb702d,1871716644923547866,2024-12-25 00:36:37+00:00,0,0,166,1023901756848332800,"@Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi Meme en europe, à la campagne, ils ont des connexions éclaté. Meme à Bruxelles, dans certaines zones, c est mort...","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", laty92 le360fr orangemaroc maroc_telecom inwi meme en europe à la campagne ils ont des connexions éclaté meme à bruxelles dans certaines zones c est mort ,"['@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0b262ec2352713eb702e,1871666406531715231,2024-12-24 21:16:59+00:00,0,0,231,1846323832585703425,@Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi Deja qu ils propose des offres raisonnable pour la fibre avant de deploier la 5g c est pas possible de payer 1000dh pour 200mbs alors on Espagne en France tu paye 200dh pour 300mbs,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", laty92 le360fr orangemaroc maroc_telecom inwi deja qu ils propose des offres raisonnable pour la fibre avant de deploier la 5g c est pas possible de payer 1000dh pour 200mbs alors on espagne en france tu paye 200dh pour 300mbs,"['@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0b402ec2352713eb702f,1871592401812529432,2024-12-24 16:22:55+00:00,0,2,138,1436421740725477381,"RT @MoroccoinMLI: SEM. @DrissIsbayene a reçu, ce jour, M. Abdelaziz Biddine, DG de  #MoovAfricaMalitel #Mali 🇲🇱, filiale de #MarocTelecom…","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",rt moroccoinmli sem drissisbayene a reçu ce jour m abdelaziz biddine dg de moovafricamalitel mali filiale de maroctelecom ,"['@MoroccoinMLI', '@DrissIsbayene']"
676c0deb2f5f228a4c237574,1871895892544111006,2024-12-25 12:28:53+00:00,0,0,213,2980038599,@Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi en pleine route national entre oujda et taourirt j'avais de la 4G et yavais strictement aucune habitation en dehors de champs de culture donc perso je dis chapeau,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", laty92 le360fr orangemaroc maroc_telecom inwi en pleine route national entre oujda et taourirt j avais de la 4g et yavais strictement aucune habitation en dehors de champs de culture donc perso je dis chapeau,"['@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0e052f5f228a4c237575,1871844530334667003,2024-12-25 09:04:47+00:00,8,0,303,1007316241,"Indicateurs Marché de télécom T 3 (2024): 

A- Le mobile : 

1- le parc global de la téléphonie mobile s’est établi à 60,3 millions d’abonnés

2- le taux de pénétration à 161,3%

3- Part de marché mobile Maroc Telecom: 32,8% (19,8 millions d'abonnés)

4- PDM Orange inwi : 33,6 % https://t.co/0TQhVVW9Vs","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]",indicateurs marché de télécom t 3 2024 a le mobile 1 le parc global de la téléphonie mobile s est établi à 60 3 millions d abonnés 2 le taux de pénétration à 161 3 3 part de marché mobile maroc telecom 32 8 19 8 millions d abonnés 4 pdm orange inwi 33 6 ,[]
676c0e1f2f5f228a4c237576,1871716644923547866,2024-12-25 00:36:37+00:00,0,0,166,1023901756848332800,"@Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi Meme en europe, à la campagne, ils ont des connexions éclaté. Meme à Bruxelles, dans certaines zones, c est mort...","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", laty92 le360fr orangemaroc maroc_telecom inwi meme en europe à la campagne ils ont des connexions éclaté meme à bruxelles dans certaines zones c est mort ,"['@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0e392f5f228a4c237577,1871666406531715231,2024-12-24 21:16:59+00:00,0,0,231,1846323832585703425,@Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi Deja qu ils propose des offres raisonnable pour la fibre avant de deploier la 5g c est pas possible de payer 1000dh pour 200mbs alors on Espagne en France tu paye 200dh pour 300mbs,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", laty92 le360fr orangemaroc maroc_telecom inwi deja qu ils propose des offres raisonnable pour la fibre avant de deploier la 5g c est pas possible de payer 1000dh pour 200mbs alors on espagne en france tu paye 200dh pour 300mbs,"['@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0e532f5f228a4c237578,1871583715723530280,2024-12-24 15:48:24+00:00,0,0,86,1869083459055951872,@eraclesss0 @Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi https://t.co/qtR1S7dqoa,"[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", eraclesss0 laty92 le360fr orangemaroc maroc_telecom inwi ,"['@eraclesss0', '@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0e6d2f5f228a4c237579,1871583081825759741,2024-12-24 15:45:53+00:00,0,0,149,1318860878545080320,"@Borro87Borro @Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi Bon allez, DES régions du Sahara, c'est bon t'es content ?? Pour des détails pareils","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", borro87borro laty92 le360fr orangemaroc maroc_telecom inwi bon allez des régions du sahara c est bon t es content pour des détails pareils,"['@Borro87Borro', '@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
676c0e862f5f228a4c23757a,1871582100497010736,2024-12-24 15:41:59+00:00,0,0,200,1869083459055951872,"@eraclesss0 @Laty92 @Le360fr @OrangeMaroc @Maroc_Telecom @inwi Tu veux jouer sur les mots à ton grand âge !? Tu parles de région du Sahara, Dakhla est une ville de ce Sahara où ai je commis l’erreur ?","[{'comment_order': 0, 'comment_date': None, 'comment_text': 'No comments available', 'comment_likes': 0}]", eraclesss0 laty92 le360fr orangemaroc maroc_telecom inwi tu veux jouer sur les mots à ton grand âge tu parles de région du sahara dakhla est une ville de ce sahara où ai je commis l erreur ,"['@eraclesss0', '@Laty92', '@Le360fr', '@OrangeMaroc', '@Maroc_Telecom', '@inwi']"
